a_opt,u_opt,stress_meas,strength_meas,SCF_meas
strengthen,0.05407949530932168,65.17522349400663,,
no_action,0.045873490399999994,61.27254310820109,,
no_action,0.009134650999999994,42.15414919487506,,
no_action,0.023444957599999983,50.90877334493399,,
no_action,0.03679524000000001,57.56679418821392,,
no_action,0.017124147800000045,47.82309062601128,,
no_action,0.014652058000000023,46.817779155494335,,
no_action,0.012337187500000013,45.27865447844762,,
no_action,0.015937994199999972,47.499103277732104,,
no_action,0.032045180000000006,54.653024670696325,,
no_action,0.046581530500000023,61.55047296319149,,
strengthen,0.07136501892977928,76.32478539125665,,
no_action,0.022375987500000027,50.39569909221597,,
no_action,0.036498299999999984,57.33854588050383,,
no_action,0.04099563399999995,59.45824393906364,,
no_action,0.01829877489999998,48.44305605472264,,
no_action,0.02122029390000002,49.865566429358964,,
strengthen,0.05200416197890266,63.70127106583577,,
strengthen,0.05321063773845241,64.40791257814541,,
strengthen,0.05378439221921576,64.78300731908976,,
no_action,0.010736641000000047,43.89142967685631,,
no_action,0.038671888800000054,58.49543910531762,,
strengthen,0.05018496143989605,62.72824716752415,,
no_action,0.02502772480000004,51.40743721079705,,
no_action,0.03794907700000005,58.26057476751806,,
no_action,0.025509726300000035,51.65208208325685,,
no_action,0.006271685600000021,38.5299734036105,,
strengthen,0.06283736941569104,70.22412950724564,,
no_action,0.033528484800000036,55.3215757344554,,
no_action,0.026492100200000035,52.13325695521452,,
no_action,0.01975986519999995,49.3152081866692,,
no_action,0.019268661400000053,49.031271481992604,,
no_action,0.03619351999999998,57.11152609096769,,
no_action,0.03538600000000003,56.436289189393094,,
no_action,0.0037029927999999712,34.54089575860403,,
no_action,0.03406433590000002,55.54410541540529,,
no_action,0.013357457799999972,46.08267383077093,,
no_action,0.03120197739999997,54.205133167856,,
no_action,0.04498343709999997,61.00011472050173,,
strengthen,0.061437940962610564,69.41813403513694,,
no_action,0.029973327999999966,53.52713526935686,,
strengthen,0.04965205765776311,62.42262509513805,,
no_action,0.041488915199999976,59.705923446488576,,
no_action,0.03491076319999997,56.212656479164366,,
strengthen,0.0603250928999217,68.71153195498563,,
no_action,0.03162607839999998,54.4293919604676,,
no_action,0.012006133199999991,44.84423768854949,,
no_action,0.007991466899999966,40.641551642615056,,
no_action,0.035651580000000016,56.660547982004694,,
strengthen,0.056220293337545836,66.48225053845462,,
no_action,0.04868362049999997,62.12491656803157,,
strengthen,0.06862164082175828,73.88398107754782,,
no_action,0.017815146999999976,48.13743398233654,,
no_action,0.02698163279999999,52.37024204454307,,
no_action,0.020547126400000004,49.5931380416596,,
strengthen,0.05052133642861825,63.04259052384941,,
no_action,0.04031890039999997,59.21359906660384,,
no_action,0.018883382700000007,48.74076458182912,,
no_action,0.028570928199999956,53.069247114753715,,
no_action,0.04441077800000004,60.73273204851216,,
no_action,0.04262007040000004,60.21148865104991,,
no_action,0.015452861200000001,47.164410084024915,,
no_action,0.04771482819999995,61.83440966786809,,
no_action,0.03987040750000004,58.97173743130034,,
strengthen,0.0526555633570627,64.04790199436636,,
no_action,0.014057453800000008,46.457768571715285,,
no_action,0.010188569800000047,43.361985362587106,,
strengthen,0.05917186473858672,68.07893883727202,,
no_action,0.012940216199999965,45.69045765585406,,
no_action,0.032374415499999976,54.87617323909072,,
no_action,0.02928206259999999,53.29888696164677,,
strengthen,0.057646794389718634,67.50369578727359,,
strengthen,0.057070327809046195,66.97425147300437,,
strengthen,0.05446968349623964,65.58702667141307,,
no_action,0.043368392199999994,60.46998205764472,,
no_action,0.037497144599999976,58.027635111577816,,
no_action,0.030787604000000024,53.98010358523699,,
no_action,0.03710785999999999,57.79643403510698,,
no_action,0.03467061419999995,55.98950791076997,,
no_action,0.007109898399999981,39.69447186528835,,
no_action,0.03591911999999997,56.885577564623695,,
strengthen,0.06454837195832522,71.17120928457234,,
no_action,0.02276157430000003,50.65419249881078,,
no_action,0.00863281640000002,41.44754711472375,,
no_action,0.039125529500000034,58.73242419464617,,
no_action,0.02180512960000003,50.13294910134853,,
no_action,0.026098378299999947,51.89394371856035,,
no_action,0.005304378000000054,36.981700072312876,,
no_action,0.03280807360000004,55.098977486045165,,
no_action,0.03430646999999998,55.76670366381553,,
no_action,0.011470344699999968,44.38343061140606,,
no_action,0.04191549760000002,59.9569078049267,,
no_action,0.030465969500000023,53.754155058893,,
strengthen,0.06624124850156704,72.3357077462502,,
strengthen,0.055096501075223875,66.02144346131121,,
no_action,0.028174675599999977,52.838046038282876,,
no_action,0.0276834547,52.60510638234263,,
no_action,0.024344771200000004,51.159757703372115,,
no_action,0.009620427999999959,42.78674231258867,,
strengthen,0.051057023610657906,63.36657787212859,,
no_action,0.04553060090000005,61.188266728377585,,
no_action,0.03737442000000002,58.010901449745084,,
no_action,0.009463059999999968,42.445670634441576,,
no_action,0.02033220400000002,49.573243495146954,,
no_action,0.032593709599999965,54.99386782523351,,
no_action,0.015192902599999947,47.06103645722483,,
no_action,0.013744691199999992,46.24256262773848,,
no_action,0.012076749799999953,44.98948504390111,,
no_action,0.014642127999999976,46.797262320125974,,
no_action,0.027701164899999964,52.62162383400869,,
no_action,0.03791380420000001,58.23717790178398,,
strengthen,0.06295979531158638,70.26567695472741,,
no_action,0.019448902399999968,49.15552434963972,,
no_action,0.03220514819999998,54.808039579994066,,
no_action,0.03550458000000001,56.53379069119158,,
no_action,0.016285153600000046,47.56578100005353,,
no_action,0.018876453399999993,48.72391710807383,,
no_action,0.04207309749999999,59.98824909827399,,
no_action,0.04372829919999999,60.56356093109003,,
no_action,0.0447616354,60.86894412629325,,
no_action,0.01071772839999996,43.8600766674772,,
no_action,0.03428784429999998,55.74992361871219,,
no_action,0.040294430400000025,59.196062179504096,,
no_action,0.021699424300000048,49.979230431424064,,
no_action,0.034081001,55.5587089358938,,
no_action,0.021931805599999965,50.178407931630446,,
no_action,0.0070410915999999935,39.49504973176481,,
strengthen,0.05413591390743004,65.29883102667156,,
no_action,0.029067308000000014,53.16592434724235,,
no_action,0.02260631160000004,50.57015621229145,,
no_action,0.01819083219999995,48.27584322083166,,
no_action,0.017657545199999958,48.04467629513361,,
no_action,0.03201181239999995,54.623211532209744,,
no_action,0.03097467279999999,54.073467747472,,
no_action,0.0047547980000000045,36.24734416788823,,
no_action,0.029426032000000046,53.34709677537329,,
no_action,0.012811098400000054,45.64407699632239,,
no_action,0.026801075499999993,52.2569731916206,,
no_action,0.037098060000000044,57.78910401454181,,
strengthen,0.053319570734800176,64.64263021731819,,
no_action,0.0256490224,51.704981542621574,,
no_action,0.039834188199999954,58.94724012256211,,
no_action,0.03574467999999997,56.73543883793275,,
no_action,0.030613284500000004,53.89139728860695,,
strengthen,0.05265952615692987,64.06735048817407,,
no_action,0.027241324999999983,52.439553375143646,,
no_action,0.011795391000000044,44.63580483229639,,
no_action,0.008432675,41.214190095944076,,
no_action,0.03124910380000001,54.25604793099504,,
no_action,0.04905035180000006,62.25238214104813,,
no_action,0.03908537820000002,58.704860874540316,,
strengthen,0.05958011632489893,68.27849734695788,,
no_action,0.015536222799999999,47.316958943111544,,
no_action,0.023038504099999968,50.76309750390345,,
no_action,0.018433553800000002,48.502119672870556,,
no_action,0.040991719999999954,59.45198466539082,,
no_action,0.03506367440000002,56.334613190985195,,
no_action,0.01712018339999999,47.808160248075325,,
no_action,0.024875575299999952,51.332192131214825,,
no_action,0.036806019999999995,57.57141454625289,,
no_action,0.036232719999999996,57.14704449564954,,
no_action,0.01429965320000004,46.52477202434165,,
no_action,0.03852182049999997,58.46834482748203,,
no_action,0.034830386799999946,56.13770166191362,,
no_action,0.042819664000000035,60.27045849487716,,
no_action,0.013180655999999957,45.94946019152561,,
no_action,0.010220432200000018,43.42902984456881,,
strengthen,0.051635257091271085,63.55232511867786,,
no_action,0.0123550885,45.324754394238056,,
no_action,0.028044394300000053,52.80330012904215,,
no_action,0.025311297999999982,51.51915329738213,,
strengthen,0.05053523002815247,63.08399127804683,,
strengthen,0.05014922784109413,62.65294445513844,,
no_action,0.04654051749999999,61.52353607871453,,
no_action,0.036523780000000006,57.35749677297592,,
no_action,0.033574572999999996,55.36906123184581,,
no_action,0.02644877339999996,52.07376546979964,,
no_action,0.03309351940000005,55.180828991400816,,
no_action,0.03043650649999996,53.70972099357349,,
no_action,0.00791173089999997,40.44312557026123,,
no_action,0.03163589440000003,54.439255652816,,
strengthen,0.05522028877107356,66.06989555235441,,
