a_opt1,a_opt2,a_opt3,u_opt,meas
no_action,no_action,no_action,0.05346509040412716,41.768936007343676
strengthen,strengthen,no_action,0.11687029602134842,51.66302083237812
strengthen,strengthen,no_action,0.1089026095582834,49.99917498705775
no_action,no_action,no_action,0.053807625039735234,41.893258302718635
no_action,no_action,no_action,0.06829730210942676,44.382900351949736
no_action,no_action,no_action,0.08246358527752283,46.316274060773296
strengthen,strengthen,no_action,0.10971891483517965,50.26285812805148
strengthen,no_action,no_action,0.10499481921308666,49.384549658841046
no_action,no_action,no_action,0.08043424970695379,46.2115027129919
strengthen,no_action,no_action,0.09421800675924598,47.857878155240826
no_action,no_action,no_action,0.05438042540957189,42.11909831677893
replace,strengthen,no_action,0.14111059904298592,57.50970624102192
replace,strengthen,no_action,0.13471589554623223,55.11103961864131
no_action,no_action,no_action,0.06089993875657773,43.42522638708054
strengthen,no_action,no_action,0.08746595950052685,47.014393798209305
strengthen,strengthen,no_action,0.10779540485321636,49.8016225531967
replace,strengthen,no_action,0.13640724912647584,55.49117576584812
strengthen,strengthen,no_action,0.13058854394811414,54.22497119817459
strengthen,strengthen,no_action,0.10750546049343278,49.65057999380823
strengthen,strengthen,no_action,0.1182702786515935,52.02406058537661
no_action,no_action,no_action,0.06357729421702996,43.75080637109647
replace,strengthen,no_action,0.1490668322332816,59.45346764544708
replace,strengthen,no_action,0.139494583465874,56.77139863315545
no_action,no_action,no_action,0.06341243393007767,43.70490691673242
strengthen,no_action,no_action,0.093311474049705,47.718134350464545
strengthen,strengthen,no_action,0.11195373947490991,50.83467409974434
replace,strengthen,no_action,0.140488959318699,57.19644785481988
replace,strengthen,no_action,0.13701062041056467,55.780641255231316
strengthen,strengthen,no_action,0.11133653461040362,50.66578586646789
strengthen,strengthen,no_action,0.12550822913597157,53.31969311915782
no_action,no_action,no_action,0.06503035655221268,44.06895416615172
strengthen,strengthen,no_action,0.10912550678840552,50.136950010094424
strengthen,no_action,no_action,0.10059101063089272,48.63576106865685
no_action,no_action,no_action,0.051180298505047246,41.32227555497869
no_action,no_action,no_action,0.06247698210480856,43.56853119395831
no_action,no_action,no_action,0.07348073983434844,45.312899062841744
strengthen,no_action,no_action,0.10186367033404824,48.87366665132644
strengthen,no_action,no_action,0.09626296701074587,48.081221266522306
no_action,no_action,no_action,0.07265389676947209,45.218370120084636
strengthen,no_action,no_action,0.08465380932295744,46.70379655806247
no_action,no_action,no_action,0.0523022189170641,41.5260375396571
strengthen,strengthen,no_action,0.11538817178709326,51.244218642547565
strengthen,strengthen,no_action,0.10734845935848492,49.62620078713906
no_action,no_action,no_action,0.05342374822304297,41.743548697342256
no_action,no_action,no_action,0.06651717548316383,44.16461751243798
no_action,no_action,no_action,0.07929871361902263,46.044739514636774
strengthen,strengthen,no_action,0.10826919272325232,49.88262119501399
strengthen,no_action,no_action,0.10283469561698945,49.02850433693129
no_action,no_action,no_action,0.07837372794927988,45.94285392714542
strengthen,no_action,no_action,0.09084087197736372,47.543882573974116
no_action,no_action,no_action,0.054032029900359484,41.96316830708135
replace,replace,strengthen,0.1569684795431964,63.625361240832405
replace,strengthen,strengthen,0.15145140099865567,60.271437826450295
no_action,no_action,no_action,0.06408949934535647,43.93180886436902
strengthen,no_action,no_action,0.10205656363400165,48.95034395632557
strengthen,strengthen,no_action,0.12313545345002844,52.847572397897636
replace,replace,strengthen,0.15269092370693696,60.80296126237678
replace,strengthen,no_action,0.14734828723481938,59.032497160657215
strengthen,strengthen,no_action,0.12238625831049953,52.63637790685226
replace,strengthen,no_action,0.13744043666757694,55.95508508165012
no_action,no_action,no_action,0.06831493756787756,44.387049422375966
replace,replace,strengthen,0.1581888519250114,64.36134629142998
replace,replace,strengthen,0.15291934050353323,60.88020577252443
no_action,no_action,no_action,0.06408361226818815,43.92080109444738
strengthen,no_action,no_action,0.10340705045133121,49.12969339629439
strengthen,strengthen,no_action,0.12446147224563064,53.1747469539312
replace,replace,strengthen,0.15335149479709373,61.431890334436964
replace,strengthen,no_action,0.1493837120587715,59.59427105686643
strengthen,strengthen,no_action,0.12346905305848539,52.955541680192674
replace,strengthen,no_action,0.13850560965418462,56.400130178257655
no_action,no_action,no_action,0.06833845140257144,44.393309305437384
replace,replace,strengthen,0.158771524316329,64.75725551628575
replace,replace,strengthen,0.1531568003999948,61.206637409468
no_action,no_action,no_action,0.06401296672888146,43.90875213198384
strengthen,no_action,no_action,0.10362323756439125,49.2216049809163
strengthen,strengthen,no_action,0.12557361703383318,53.34739086252392
replace,replace,strengthen,0.15387773138925215,61.76933264803721
replace,strengthen,no_action,0.15038834981297092,59.895037644734494
strengthen,strengthen,no_action,0.12396185645969619,53.123810627879834
replace,strengthen,no_action,0.13923765884412376,56.63714719827799
no_action,no_action,no_action,0.06832669450092554,44.39069079560568
strengthen,no_action,no_action,0.08502109634897918,46.73845294099078
no_action,no_action,no_action,0.07543296111240527,45.55734058186175
no_action,no_action,no_action,0.04272423758591126,39.80320271814661
no_action,no_action,no_action,0.052373116075912995,41.57052208996495
no_action,no_action,no_action,0.058360952831046475,42.942963887219875
no_action,no_action,no_action,0.07715539132710403,45.74452103346284
no_action,no_action,no_action,0.07229575680546861,45.121037198689436
no_action,no_action,no_action,0.058201712520829285,42.86858996965098
no_action,no_action,no_action,0.06497738920622986,44.037300633608126
no_action,no_action,no_action,0.04370691999607323,39.96351951224307
replace,strengthen,no_action,0.14496686451017726,58.56001722595539
replace,strengthen,no_action,0.1375153802950688,56.01060329929582
no_action,no_action,no_action,0.06311802522701794,43.590380030705035
strengthen,no_action,no_action,0.089573778077792,47.40511330696289
strengthen,strengthen,no_action,0.11000533560732598,50.367509055688735
replace,strengthen,no_action,0.1385397301815032,56.41462959401865
replace,strengthen,no_action,0.13460953342673002,55.06884876365754
strengthen,strengthen,no_action,0.10935403902535627,50.2069740314255
strengthen,strengthen,no_action,0.1227930803799887,52.72961907861225
no_action,no_action,no_action,0.06409538641466228,43.93642150964471
replace,replace,strengthen,0.15504008227193172,62.632286852305725
replace,strengthen,no_action,0.14905618082676209,59.44596436882618
no_action,no_action,no_action,0.06408949934535647,43.92285286594031
strengthen,no_action,no_action,0.10078996576590729,48.69060371232575
strengthen,strengthen,no_action,0.1204472844884965,52.393081399618076
replace,strengthen,no_action,0.15053460875113991,59.95092672638225
replace,strengthen,no_action,0.14383905849034542,58.26893555469601
strengthen,strengthen,no_action,0.1192090490080889,52.1924406359324
replace,strengthen,no_action,0.13579218343904542,55.3453066917876
no_action,no_action,no_action,0.0682326381572862,44.3553443233031
strengthen,strengthen,no_action,0.1212369452498714,52.472054334611784
strengthen,strengthen,no_action,0.1116125597508346,50.71711419970346
no_action,no_action,no_action,0.05453394692095326,42.16740476623695
no_action,no_action,no_action,0.07068741718158213,44.793352816676546
strengthen,no_action,no_action,0.08584196086926685,46.832577259814606
strengthen,strengthen,no_action,0.11326027283502005,50.99523379132914
strengthen,strengthen,no_action,0.10903225377346705,50.06883860406918
strengthen,no_action,no_action,0.08498284962636522,46.72206976074121
strengthen,no_action,no_action,0.09868976178496132,48.45858300134959
no_action,no_action,no_action,0.05631479253113313,42.40560934862502
replace,strengthen,no_action,0.1442257422661993,58.344780680906986
replace,strengthen,no_action,0.13708852110510453,55.82671817382575
no_action,no_action,no_action,0.06245931261438464,43.55923260972394
strengthen,no_action,no_action,0.08881687165371613,47.327054200800845
strengthen,strengthen,no_action,0.1096844891740514,50.25301988569744
replace,strengthen,no_action,0.13790212896229578,56.22577595490155
strengthen,strengthen,no_action,0.13379293869016137,54.89654486526004
strengthen,strengthen,no_action,0.10907055602853004,50.09445904100939
strengthen,strengthen,no_action,0.1216574860956502,52.58608185893218
no_action,no_action,no_action,0.06398941796417357,43.90101864332997
strengthen,strengthen,no_action,0.12258245526845585,52.669669269805674
strengthen,strengthen,no_action,0.11214957289267995,50.8919632687569
no_action,no_action,no_action,0.05468155873221747,42.231343191314416
no_action,no_action,no_action,0.0716381123752774,44.891356211047786
strengthen,no_action,no_action,0.08699905579580852,46.95703438316459
strengthen,strengthen,no_action,0.1151661119138483,51.17369075176762
strengthen,strengthen,no_action,0.10952268713227503,50.23527795296251
strengthen,no_action,no_action,0.08617376573930531,46.84509333152643
strengthen,no_action,no_action,0.10050918196503278,48.604133396383915
no_action,no_action,no_action,0.05649771998509323,42.47263786978544
no_action,no_action,no_action,0.058431724459199086,42.96745657847995
no_action,no_action,no_action,0.0542564233745122,42.076989962984804
no_action,no_action,no_action,0.03336647896400036,37.73881872212732
no_action,no_action,no_action,0.038713404982275594,39.07123971269471
no_action,no_action,no_action,0.0440623678959039,40.105953804643484
no_action,no_action,no_action,0.054663845575062986,42.21810942713721
no_action,no_action,no_action,0.05342965427257029,41.74805123506477
no_action,no_action,no_action,0.04391426806485033,40.04988167048384
no_action,no_action,no_action,0.04958497546436291,40.930998374905116
no_action,no_action,no_action,0.03360421373698097,37.85968508335258
replace,replace,replace,0.16500599165105198,70.95958868647318
replace,replace,strengthen,0.1608015862860787,66.2302508028273
no_action,no_action,no_action,0.05905682458461924,43.18988383328967
strengthen,strengthen,no_action,0.10972579182524689,50.26647599070747
replace,strengthen,no_action,0.13697066756934356,55.761923510741134
replace,replace,strengthen,0.1620742794671141,66.97974732108214
replace,replace,strengthen,0.15824529902417034,64.48323147579114
replace,strengthen,no_action,0.13626184706617683,55.464120017961555
replace,strengthen,no_action,0.15117856440228172,60.1437997921613
no_action,no_action,no_action,0.06378336090663883,43.83181453687164
replace,strengthen,no_action,0.1369366196453012,55.73500773322507
strengthen,strengthen,no_action,0.12670751868339838,53.57815587876138
no_action,no_action,no_action,0.058703005193689865,43.07041474281587
no_action,no_action,no_action,0.0818321342778442,46.29775042775182
strengthen,no_action,no_action,0.10105316177835176,48.80399262619569
strengthen,strengthen,no_action,0.1295893248828623,53.919969679146014
strengthen,strengthen,no_action,0.12288186777392174,52.781413931367034
strengthen,no_action,no_action,0.1007256074946686,48.66817699376043
strengthen,strengthen,no_action,0.1118958841988327,50.80238187562814
no_action,no_action,no_action,0.0607231419741997,43.36317230476672
strengthen,strengthen,no_action,0.12380767073617883,53.06066984684998
strengthen,strengthen,no_action,0.1153803364967896,51.23732199635723
no_action,no_action,no_action,0.05557795948397104,42.35434416266429
no_action,no_action,no_action,0.07220768513146825,45.08265189124945
strengthen,no_action,no_action,0.08850826690174095,47.20136547646373
strengthen,strengthen,no_action,0.11648673170911211,51.52628271329764
strengthen,strengthen,no_action,0.11101385724408085,50.56377656291804
strengthen,no_action,no_action,0.08764821394398185,47.0865503856861
strengthen,no_action,no_action,0.10191335809534766,48.89075305997327
no_action,no_action,no_action,0.05682225005829144,42.60183397991524
strengthen,strengthen,no_action,0.1119194251399529,50.81302632346705
strengthen,no_action,no_action,0.10397926113214538,49.241249940518685
no_action,no_action,no_action,0.05240856422935147,41.58387684767783
no_action,no_action,no_action,0.06409538641466228,43.93575372736744
no_action,no_action,no_action,0.07720228664242945,45.76214355998864
strengthen,no_action,no_action,0.10556953449161453,49.490342087343016
strengthen,no_action,no_action,0.10069928443473064,48.66063510894041
no_action,no_action,no_action,0.07686814658746878,45.66316976952864
strengthen,no_action,no_action,0.08855237247726086,47.21844247996099
no_action,no_action,no_action,0.05358320879231415,41.79721992956433
strengthen,strengthen,no_action,0.11106388491305275,50.59196423635158
strengthen,no_action,no_action,0.10286097822956768,49.043525225471726
no_action,no_action,no_action,0.05225495351340347,41.49984703660937
no_action,no_action,no_action,0.06375392339784859,43.8168037925485
no_action,no_action,no_action,0.07553853750682658,45.616075811510946
strengthen,no_action,no_action,0.10441110736797281,49.28891890973303
strengthen,no_action,no_action,0.09870146394046972,48.471531228574534
no_action,no_action,no_action,0.07530978544428257,45.51857156099191
strengthen,no_action,no_action,0.08755708024327287,47.050751942066775
no_action,no_action,no_action,0.05332925035811309,41.710022449777696
replace,strengthen,no_action,0.14070684686188717,57.306459015237195
strengthen,strengthen,no_action,0.13388731689060768,54.93631064795031
no_action,no_action,no_action,0.06081743447298005,43.38943252292156
strengthen,no_action,no_action,0.08695787517572562,46.93592756313825
strengthen,strengthen,no_action,0.10758312950812624,49.69001836560751
replace,strengthen,no_action,0.1357346528273349,55.31192727605628
strengthen,strengthen,no_action,0.1300137276609569,54.060776882449645
strengthen,no_action,no_action,0.10602172772670734,49.540771583172145
strengthen,strengthen,no_action,0.11774628567373216,51.886033361697145
no_action,no_action,no_action,0.0634536495797624,43.71114161760634
replace,strengthen,no_action,0.13938270003137365,56.707274394596396
strengthen,strengthen,no_action,0.1312828601588904,54.41996097572391
no_action,no_action,no_action,0.060446146106317156,43.276637778747606
strengthen,no_action,no_action,0.08463908486520723,46.69918541644597
strengthen,no_action,no_action,0.10492184265432984,49.35702276377299
strengthen,strengthen,no_action,0.13340335291941066,54.782450077957584
strengthen,strengthen,no_action,0.1266092726170055,53.57502647367077
strengthen,no_action,no_action,0.10361157855430009,49.21299204700451
strengthen,strengthen,no_action,0.11636332252208166,51.47628864515359
no_action,no_action,no_action,0.06252410039984191,43.58710337634568
no_action,no_action,no_action,0.04627438158439845,40.28929414902607
no_action,no_action,no_action,0.042184913777220674,39.56761363907517
no_action,no_action,no_action,0.02748683357945403,36.05173378588663
no_action,no_action,no_action,0.03202898430252488,37.131597133045666
no_action,no_action,no_action,0.03446489917682949,37.97018330858213
no_action,no_action,no_action,0.04244569391056041,39.6819842006227
no_action,no_action,no_action,0.04041402596709032,39.30102456681003
no_action,no_action,no_action,0.03436389310631705,37.924739531499185
no_action,no_action,no_action,0.03770450902474898,38.638842386685305
no_action,no_action,no_action,0.027653535757290352,36.14969017828486
replace,strengthen,no_action,0.1373868917242618,55.927465442321136
strengthen,strengthen,no_action,0.12864700034914803,53.74517807542412
no_action,no_action,no_action,0.058826845205642186,43.113520324734615
no_action,no_action,no_action,0.0832704290096733,46.37891561806268
strengthen,no_action,no_action,0.10196885760285819,48.91471365014783
strengthen,strengthen,no_action,0.13018096003017088,54.09102284768639
strengthen,strengthen,no_action,0.12343485041010585,52.93904023944932
strengthen,no_action,no_action,0.10096248648801386,48.77729635916551
strengthen,strengthen,no_action,0.11242950012961393,50.93666968025433
no_action,no_action,no_action,0.0608822593970999,43.409730343835705
strengthen,no_action,no_action,0.09839711724397877,48.34887504785241
strengthen,no_action,no_action,0.08747774680714758,47.02322683318619
no_action,no_action,no_action,0.047522270832968116,40.56493984040403
no_action,no_action,no_action,0.05672784376814132,42.54853077642951
no_action,no_action,no_action,0.06511863404737127,44.088921920592895
strengthen,no_action,no_action,0.08859646207314723,47.233313053660915
strengthen,no_action,no_action,0.08427994059343295,46.53353184651979
no_action,no_action,no_action,0.06428965529086805,44.00544666924962
no_action,no_action,no_action,0.07349247824509954,45.31717556037616
no_action,no_action,no_action,0.047924601720626514,40.744875026275515
strengthen,strengthen,no_action,0.1334023878985374,54.78127872036286
strengthen,strengthen,no_action,0.12281350050853454,52.74763255886541
no_action,no_action,no_action,0.05810734518306748,42.840124362184945
no_action,no_action,no_action,0.07820379251839915,45.883105183492084
strengthen,no_action,no_action,0.0975417524886329,48.24618348954276
strengthen,strengthen,no_action,0.12383502940256613,53.0699209541766
strengthen,strengthen,no_action,0.118094364679424,51.99640284428429
strengthen,no_action,no_action,0.09666392819865259,48.11812604368633
strengthen,strengthen,no_action,0.10911862808909417,50.130418893970486
no_action,no_action,no_action,0.058826845205642186,43.11615875503328
replace,replace,strengthen,0.15294121070320732,60.923317283167705
replace,strengthen,no_action,0.14270944084827286,58.01428229413408
no_action,no_action,no_action,0.06379513585511531,43.84205875596524
strengthen,no_action,no_action,0.09684541888174009,48.19489940628888
strengthen,strengthen,no_action,0.11659350132901114,51.575171552091234
replace,strengthen,no_action,0.144553106123903,58.47530065429433
replace,strengthen,no_action,0.13981389618267082,56.939683592603295
strengthen,strengthen,no_action,0.11592150904141273,51.39199141109349
strengthen,strengthen,no_action,0.13072287577368008,54.27048149481012
no_action,no_action,no_action,0.0672926922907855,44.236912945536346
replace,replace,no_action,0.18986543607082715,69.98166085706791
replace,replace,strengthen,0.1594053603068841,65.44894341069222
no_action,no_action,no_action,0.06072903531440288,43.3664710005773
strengthen,strengthen,no_action,0.10915794609601832,50.14885651034031
replace,strengthen,no_action,0.1358866943453554,55.415832874163954
replace,replace,strengthen,0.16067188758801135,66.16727989412246
replace,replace,strengthen,0.15712811254081768,63.77455575270833
replace,strengthen,no_action,0.13483798880656422,55.13041044918108
replace,strengthen,no_action,0.14942345774401555,59.61553430326579
no_action,no_action,no_action,0.06420723923758476,43.98171367747547
strengthen,strengthen,no_action,0.13055733134049774,54.21139635799243
strengthen,strengthen,no_action,0.11945135073496074,52.24911009847335
no_action,no_action,no_action,0.05708775693494195,42.68925275037732
no_action,no_action,no_action,0.0755619985831234,45.625456484676036
strengthen,no_action,no_action,0.09466021180616373,47.90561523496543
strengthen,strengthen,no_action,0.12158509956127565,52.560089511556654
strengthen,strengthen,no_action,0.11647792710165453,51.524240760545105
strengthen,no_action,no_action,0.09346096129391722,47.78205127817162
strengthen,strengthen,no_action,0.10765192092404688,49.723733506378665
no_action,no_action,no_action,0.05838454349978373,42.95560119707177
replace,replace,strengthen,0.15450714637987317,62.3250668769117
replace,strengthen,no_action,0.14777883945406947,59.18963840129484
no_action,no_action,no_action,0.06404240250785587,43.9144720963534
strengthen,no_action,no_action,0.10051210003292145,48.60606933609
strengthen,strengthen,no_action,0.11945135073496074,52.249408650067814
replace,strengthen,no_action,0.14958627544837125,59.68653517279392
replace,strengthen,no_action,0.14302989056215942,58.03140985425361
strengthen,strengthen,no_action,0.11836827616508454,52.05197265070136
replace,strengthen,no_action,0.1349903285160601,55.15447908644006
no_action,no_action,no_action,0.06822088097302192,44.34005551984778
replace,strengthen,no_action,0.14958627544837125,59.68626818953923
replace,strengthen,no_action,0.13988001654835228,56.9689717789349
no_action,no_action,no_action,0.06351841625080623,43.73085938230768
strengthen,no_action,no_action,0.09380372376848013,47.796798196947464
strengthen,strengthen,no_action,0.11247958250363053,50.95427186202216
replace,strengthen,no_action,0.1408897031471227,57.399603772021486
replace,strengthen,no_action,0.13745310957548137,55.965201385826056
strengthen,strengthen,no_action,0.1117401171841006,50.783165381177625
strengthen,strengthen,no_action,0.12598604525297896,53.47193014403863
no_action,no_action,no_action,0.06572971687924856,44.09968817813804
replace,strengthen,no_action,0.13900591322155104,56.510558368933694
strengthen,strengthen,no_action,0.1306625620668649,54.25003595585642
no_action,no_action,no_action,0.06035184567369534,43.2372330600705
strengthen,no_action,no_action,0.0844536378127536,46.61969284061759
strengthen,no_action,no_action,0.10399091796569973,49.24639928337008
strengthen,strengthen,no_action,0.1329405331291376,54.60827927018953
strengthen,strengthen,no_action,0.12586024044407546,53.41499806217985
strengthen,no_action,no_action,0.10332524048830474,49.10405557973055
strengthen,strengthen,no_action,0.1158088698967973,51.3408424779946
no_action,no_action,no_action,0.062406303718359084,43.54406221433911
replace,replace,strengthen,0.16607180957172527,69.14243365551143
replace,replace,strengthen,0.15878241321616673,64.77535376484592
no_action,no_action,no_action,0.06166498510870644,43.49983365152009
strengthen,strengthen,no_action,0.10897335391321289,50.03437274883585
replace,strengthen,no_action,0.13471197535339074,55.1088797824601
replace,replace,strengthen,0.15941327710676612,65.46744032189082
replace,replace,strengthen,0.1557683585610796,63.16215268693475
strengthen,strengthen,no_action,0.13352482415130223,54.8338874523107
replace,strengthen,no_action,0.14769448542981511,59.15511294718001
no_action,no_action,no_action,0.06511863404737127,44.09259372402573
strengthen,strengthen,no_action,0.13410974713557136,54.97129934228095
strengthen,strengthen,no_action,0.12338804307989229,52.91348316570087
no_action,no_action,no_action,0.05823709975264435,42.88822359856138
no_action,no_action,no_action,0.0784557633878128,45.96737044212925
strengthen,no_action,no_action,0.09842052327720133,48.3585340854328
strengthen,strengthen,no_action,0.12473955712152132,53.239601979264314
strengthen,strengthen,no_action,0.11864769086184163,52.153325037772476
strengthen,no_action,no_action,0.09721114755850276,48.22895466861781
strengthen,strengthen,no_action,0.10972086810499122,50.265163748511064
no_action,no_action,no_action,0.05899195981878658,43.16753867787563
strengthen,no_action,no_action,0.08963251404300507,47.433209577364806
no_action,no_action,no_action,0.08036397956528572,46.19129399895619
no_action,no_action,no_action,0.04415122542163641,40.14093528581189
no_action,no_action,no_action,0.05408517675221348,41.99923559307738
no_action,no_action,no_action,0.06152947865478164,43.44233017700579
no_action,no_action,no_action,0.08328797793741324,46.388110429687956
no_action,no_action,no_action,0.07713780545467874,45.732529881989656
no_action,no_action,no_action,0.0607231419741997,43.364127518179835
no_action,no_action,no_action,0.07011759019141552,44.593002966821295
no_action,no_action,no_action,0.046298058157567934,40.30950512807122
no_action,no_action,no_action,0.06842074883484761,44.4266070296055
