a_opt,u_opt,meas,error
no_action,0.018953665600000003,48.77859056323179,1.0
no_action,0.04181961440000004,60.08080925151202,1.0
no_action,0.03768477650000002,58.16109659348222,1.0
no_action,0.03160400649999995,54.401607010468524,1.0
no_action,0.02269838710000005,50.572126006999774,1.0
no_action,0.00836378839999996,40.64512981295748,1.0
no_action,0.02463567879999995,51.154425178828895,1.0
no_action,0.03466081220000006,56.12382356729347,1.0
no_action,0.021763637800000013,50.0674887431437,1.0
no_action,0.03519838090000005,56.4597756185125,1.0
no_action,0.018704080000000012,48.477448695127734,1.0
no_action,0.04051303659999994,59.384663123365115,1.0
no_action,0.03651691999999995,57.5320430158242,1.0
no_action,0.030630484000000013,53.90394483850123,1.0
no_action,0.02225551250000002,50.20830138957316,1.0
no_action,0.008085156699999985,40.62824643726616,1.0
no_action,0.023181891999999982,50.7702496320993,1.0
no_action,0.03400257699999998,55.56597118883446,1.0
no_action,0.006059490399999978,38.19434561448412,1.0
no_action,0.007504607799999952,40.211204700740275,1.0
no_action,0.005756305599999956,37.69266495138541,1.0
no_action,0.008386986400000018,41.13404906856267,1.0
no_action,0.00802435800000001,40.54952059383598,1.0
no_action,0.007029279299999969,39.40480307451453,1.0
no_action,0.006113209400000041,38.238774043769006,1.0
no_action,0.004199075800000007,35.21612796199739,1.0
no_action,0.006090422200000001,38.416076852770225,1.0
no_action,0.0075850531000000165,39.929196458544766,1.0
no_action,0.020840336500000056,49.592557324127185,1.0
no_action,0.03406531619999997,55.69133101145831,1.0
no_action,0.017096310999999975,48.075526784711194,1.0
no_action,0.03836705949999997,58.481917119496444,1.0
no_action,0.03558298000000004,56.714363349651094,1.0
no_action,0.029344459599999984,53.25285573425098,1.0
no_action,0.021228416200000044,49.72690430817707,1.0
no_action,0.007768651000000015,40.58673456838497,1.0
no_action,0.021975268800000003,50.263049700582144,1.0
no_action,0.032254696900000046,54.838567197252,1.0
no_action,0.011790417499999983,44.50068357483883,1.0
no_action,0.018224502399999953,48.20543326679146,1.0
no_action,0.010574540999999993,43.57915103211489,1.0
no_action,0.021410244999999994,49.90059750047951,1.0
no_action,0.018981382799999946,48.826882583340186,1.0
no_action,0.014400959599999985,46.72416162183208,1.0
no_action,0.011831200199999947,44.58229374325801,1.0
no_action,0.00647719120000001,39.03002327645409,1.0
no_action,0.012117528400000022,44.90797962359829,1.0
no_action,0.01642400639999997,47.68741495033025,1.0
no_action,0.018839709999999954,48.87785748747435,1.0
no_action,0.031535279400000005,54.56122801292354,1.0
no_action,0.016661073400000004,47.46415579989851,1.0
no_action,0.03613962000000004,57.161740123759444,1.0
no_action,0.03382070199999998,55.514578987324214,1.0
no_action,0.02675775749999998,52.288843558601975,1.0
no_action,0.019314187600000032,49.003053752900335,1.0
no_action,0.008140826200000006,40.485444482589884,1.0
no_action,0.02027780899999998,49.50268090366347,1.0
no_action,0.030431596000000005,53.76654813541022,1.0
no_action,0.0275171756,52.478751435571404,1.0
no_action,0.043640489800000015,60.60854511708389,1.0
no_action,0.02212047539999995,50.456517798729784,1.0
strengthen,0.052832977351114474,64.32845513046446,1.0
no_action,0.04782903400000005,61.97226875488661,1.0
no_action,0.03633169999999997,57.35800625181247,1.0
no_action,0.02775177959999997,52.65783879280977,1.0
no_action,0.007929815999999978,40.473800163392916,1.0
no_action,0.02967907000000003,53.37253188473433,1.0
no_action,0.04088702050000004,59.47179300526864,1.0
no_action,0.035716260000000055,56.82374729165442,1.0
strengthen,0.061375904864690495,69.49119811109884,1.0
no_action,0.029830872600000058,53.672800767836655,1.0
strengthen,0.07017779776958405,75.28738175280849,1.0
strengthen,0.06516786153755523,71.61608624355706,1.0
strengthen,0.05283396795108118,64.42636586250751,1.0
no_action,0.03604651999999997,57.10279253918144,1.0
no_action,0.00613116800000002,38.11821357362584,1.0
no_action,0.03749104000000003,58.21639270514121,1.0
strengthen,0.05794275477979581,67.7199660190637,1.0
no_action,0.01865061999999995,48.51512402273013,1.0
no_action,0.030801352000000004,53.99906714960758,1.0
no_action,0.015340750000000014,47.151028611684616,1.0
no_action,0.03512977390000005,56.50832823908283,1.0
no_action,0.03229983670000003,54.918965386077616,1.0
no_action,0.02566146250000001,51.80641983687321,1.0
no_action,0.018670305799999953,48.63592719687111,1.0
no_action,0.007973526300000033,40.417197728822764,1.0
no_action,0.019545019499999983,49.11802261316676,1.0
no_action,0.029028971000000015,53.23227229911478,1.0
no_action,0.02906829099999997,53.22330896661211,1.0
no_action,0.04796854480000001,61.98579780088088,1.0
no_action,0.02416693439999995,51.04369649952048,1.0
strengthen,0.055309625168078295,65.99520704712728,1.0
strengthen,0.05086061001724318,63.455652217537065,1.0
no_action,0.03823459760000003,58.482288163598355,1.0
no_action,0.029272233599999975,53.41633366436409,1.0
no_action,0.007943625300000035,40.28408128145957,1.0
no_action,0.031044387699999954,54.18664721514449,1.0
no_action,0.04406182339999998,60.76057880058031,1.0
no_action,0.025985114799999987,51.79829552737195,1.0
no_action,0.04062967500000003,59.392243098647555,1.0
no_action,0.021132129599999994,49.909350147372066,1.0
strengthen,0.05003015454508644,62.86696862282834,1.0
no_action,0.043406587600000046,60.666081797744326,1.0
no_action,0.03493918900000004,56.3559518115269,1.0
no_action,0.026171260899999993,51.96557898557816,1.0
no_action,0.008032331600000053,40.584607440310776,1.0
no_action,0.02798090639999995,52.633165652872066,1.0
no_action,0.037631179999999986,58.3304159137471,1.0
no_action,0.021594467999999978,49.94854366675243,1.0
no_action,0.034820584800000054,56.265958513955084,1.0
no_action,0.01842167139999995,48.37712755185797,1.0
no_action,0.04018520560000005,59.15658719032959,1.0
no_action,0.03615725999999997,57.3256665821349,1.0
no_action,0.03050282400000004,53.740063848808475,1.0
no_action,0.021392258100000006,50.08770699289399,1.0
no_action,0.008051268899999964,40.61986198332067,1.0
no_action,0.023095035999999958,50.64307320844565,1.0
no_action,0.033335778400000016,55.382623099785675,1.0
no_action,0.03507935760000003,56.46534526109189,1.0
strengthen,0.05969448072106458,68.66989372325627,1.0
no_action,0.02902019280000001,53.42954270699057,1.0
strengthen,0.06899913380910172,74.25426939276862,1.0
strengthen,0.0634175169962401,70.71713278965603,1.0
strengthen,0.051740384987746454,63.790143921048085,1.0
no_action,0.03559473999999996,56.734193452817465,1.0
no_action,0.006289642399999962,38.44336151500917,1.0
no_action,0.03694419999999998,57.807099705752606,1.0
strengthen,0.056761661419394996,66.96338716458848,1.0
no_action,0.019354890400000047,48.99771556935009,1.0
no_action,0.03170315010000002,54.74863331806803,1.0
no_action,0.01652517040000001,47.56721194653205,1.0
no_action,0.03640421999999999,57.380052682157455,1.0
no_action,0.03409472520000001,55.713314929954485,1.0
no_action,0.02753882139999997,52.44924142873916,1.0
no_action,0.0195727255,49.124399800421685,1.0
no_action,0.007997447099999944,40.505558197550606,1.0
no_action,0.020979916000000043,49.629965051921445,1.0
no_action,0.030631465999999996,53.94450861923376,1.0
no_action,0.010955311999999995,43.82808350684231,1.0
no_action,0.01544297750000001,47.298828087220286,1.0
no_action,0.010185431599999961,42.96475822328846,1.0
no_action,0.019184536899999993,48.88691974418252,1.0
no_action,0.01651028430000001,47.88102446396235,1.0
no_action,0.013552022599999991,45.911118805543914,1.0
no_action,0.011007062400000045,43.904538887987194,1.0
no_action,0.006479027499999956,38.70296948822144,1.0
no_action,0.011383919999999992,44.209653294650614,1.0
no_action,0.01509265000000004,46.813529642280905,1.0
no_action,0.008678650799999965,41.5375222023547,1.0
no_action,0.011656251999999978,44.31891605940216,1.0
no_action,0.00816090589999996,40.845668456076154,1.0
no_action,0.013248029600000044,45.59158487060638,1.0
no_action,0.01216414450000003,44.785478028560185,1.0
no_action,0.010201513900000014,43.206830170615135,1.0
no_action,0.008984224800000051,41.59879220437583,1.0
no_action,0.005693437899999987,37.4303456821777,1.0
no_action,0.009133654799999946,41.843305540559705,1.0
no_action,0.011103453399999963,43.93000639396026,1.0
no_action,0.02185057300000004,50.186698220590834,1.0
no_action,0.03536009740000001,56.65495783552236,1.0
no_action,0.018374037700000012,48.57776044460717,1.0
no_action,0.040997591,59.61460781599424,1.0
no_action,0.036951060000000036,57.73996919963434,1.0
no_action,0.03081313600000002,54.068750842740606,1.0
no_action,0.02223353319999999,50.32918443435588,1.0
no_action,0.008028499200000039,40.63526991440453,1.0
no_action,0.023706329000000026,50.897811467792,1.0
no_action,0.03418393249999996,55.75053048286231,1.0
no_action,0.03332989419999999,55.326298077333185,1.0
strengthen,0.055250116470073544,66.17841144195769,1.0
